134,32
40,112
52,460
84,137
160,202
156,98
61,212
128,30
20,78
101,462
109,135
157,231
154,338
164,195
91,289
29,279
160,213
147,79
152,274
88,66
32,145
75,260
184,66
29,326
114,341
24,350
7,21
13,183
147,67
103,468
90,95
36,155
148,308
151,164
115,169
54,246
40,211
168,237
20,312
139,188
117,202
125,13
40,65
24,456
195,201
150,324
72,116
5,450
35,185
32,218
149,290
69,323
68,212
74,160
50,116
59,205
93,29
72,133
166,461
25,335
29,321
96,285
170,432
157,110
103,135
19,351
143,48
165,398
24,205
131,465
47,263
96,98
36,464
185,171
35,88
51,181
58,416
88,345
70,261
49,468
118,444
135,456
23,287
72,149
143,271
192,284
133,146
67,49
9,35
163,123
189,45
65,31
9,467
144,287
70,109
80,262
111,445
