76,246
125,136
131,30
101,162
45,457
111,451
122,282
79,111
136,143
67,449
88,448
175,256
139,459
128,81
65,168
76,118
72,139
71,460
176,471
125,112
111,257
92,72
176,455
152,63
107,97
124,224
93,118
133,104
50,138
101,148
151,450
66,128
66,21
155,83
79,208
28,164
118,258
125,240
107,322
141,108
160,66
27,259
138,448
185,129
37,283
146,50
84,209
191,255
49,251
174,196
101,168
76,82
59,167
48,450
55,227
172,136
70,472
119,16
115,97
75,52
190,444
77,405
105,56
28,324
11,363
20,372
100,25
70,118
149,167
176,159
88,469
84,169
79,35
144,440
184,322
139,57
101,331
93,456
23,324
93,67
32,282
48,469
176,100
67,201
35,259
78,185
169,175
13,391
83,185
